text_original,video_source,text_clean,sentiment
Sejak ditinggal sty bisa apa... hancur lebur,Youtube,sejak ditinggal sty bisa apa hancur lebur,negative
bissmilah louis van gal in,Youtube,bissmilah louis van gal in,neutral
Gua nangis sumpillllðŸ™ƒðŸ¥¹... Apalgi pas bagian pemain dan pelatih pelukan ðŸ˜­,Tiktok,saya nangis sumpillll apalgi pas bagian pemain dan pelatih pelukan,neutral
"ya allah kasian pemainnya ðŸ¥º udah effort bgd itu, pasti sedih bukan main huhuhu",Tiktok,ya allah kasian pemainnya sudah effort bgd itu pasti sedih bukan main huhuhu,negative
@Erick Thohir,Tiktok,erick thohir,neutral
"mari TETAP TERIAKKAN NAMA STY DI GBK NANTIl GUYS... BIAR KENA MENTAL ITU EXCO PSSI DAN JAJARAN NYA, DI PIKIR TIMNAS HEBAT HANYA KRN PSSI?? KRN SUPPORTER JUGA YG DUKUNG",Tiktok,mari tetap teriakkan nama sty di gbk nantil guys biar kena mental itu exco pssi dan jajaran nya di pikir timnas hebat hanya krn pssi krn supporter juga yang dukung,positive
Kasihan sama pemain diaspora.. Di kasih pemain lokal dan pelatih lawak... Sedih sedih😭😭,Youtube,kasihan sama pemain diaspora di kasih pemain lokal dan pelatih lawak sedih sedih,negative
Terima Kasih Banyak semuanya,Youtube,terima kasih banyak semuanya,positive
"sapri sududnya tidak mengarah ke kiblat,ngwur tu orang",Youtube,sapri sududnya tidak mengarah ke kiblat ngwur tu orang,neutral
Sejak di tinggal sty bola timnas Indonesia hancur lebur pak Erick Thohir Out,Youtube,sejak di tinggal sty bola timnas indonesia hancur lebur pak erick thohir out,negative
"Dengan Coach STY pemain timnas khususun lokal pretttt, diajari sepak bola!!! Marcelino,asnawi,witan,ferarri,riski ridho, arhan, kadek, cahya supriadi, doni tri, arkhan kaka, hasil polesan STY!!! Terima kasih coach STY atas dedikasimu!!!",Youtube,dengan coach sty pemain timnas khususun lokal pretttt diajari sepak bola marcelino asnawi witan ferarri riski ridho arhan kadek cahya supriadi doni tri arkhan kaka hasil polesan sty terima kasih coach sty atas dedikasimu,positive
"apakah timnas Indo tidak boleh menjadi juara? maka STY yg dikorbankan, eng ing eeeeeng...",Youtube,apakah timnas indo tidak boleh menjadi juara maka sty yang dikorbankan eng ing eeeeeng,positive
baru kali ini nangisi pelatih sepakbola ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ thankyou coach ðŸ™ðŸ™ðŸ™â™¥ï¸,Tiktok,baru kali ini nangisi pelatih sepakbola thankyou coach,positive
"Kalau sepak bola indonesia mau maju, harus dipegang orang2 bersih. Ketua pssi harus bersih dari praktek korupsi. Pemilihan ET sbg ketua pssi tidak sehat. BUMN banyak merugi dan terjadi banyak korupsi dibawah ET diduga menjadi alasan ET dipindah ke pssi. Hanya karena pernah menjadi owner inter milan dan dc united di US, tdk menjamin membawa sepak bola indonesia mendunia",Youtube,kalau sepak bola indonesia mau maju harus dipegang orang bersih ketua pssi harus bersih dari praktek korupsi pemilihan et sbg ketua pssi tidak sehat bumn banyak merugi dan terjadi banyak korupsi dibawah et diduga menjadi alasan et dipindah ke pssi hanya karena pernah menjadi owner inter milan dan dc united di us tidak menjamin membawa sepak bola indonesia mendunia,neutral
"Dulu Indonesia kalah kan Curacao di bawah kepelatihan Shin Tae Yong 
 Sekarang malah Pelatih Coracau di suruh melatih Indonesia",Youtube,dulu indonesia kalah kan curacao di bawah kepelatihan shin tae yong sekarang malah pelatih coracau di suruh melatih indonesia,negative
Tawain ajeee 😂😂😂😂,Youtube,tawain ajeee,neutral
Ini karna ada. Mafia bola kale ya atau ada politik di pssi. 😂😂,Youtube,ini karna ada mafia bola kale ya atau ada politik di pssi,neutral
"Dari awal melatih Timnas STY sudah terlalu sering mengeluh terhadap kualitas pemain lokal, yaitu pemain lokal kurang memahami teknik dasar bermain sepakbola. 
 
 Sehingga pencapaian dengan mengandalkan pemain lokal meskipun disuntik beberapa pemain Diaspora, jauh dari meyakinkan, AFF U 19, AFF U 22, Sea games, dan 3 x ikut AFF Senior, tidak ada satupun mendapatkan gelar. 
 
 Justeru Indra Syafri, dengan mengandalkan pemain lokal, mampu untuk Juara AFF u 19 sebanyak 2 x, juara AFF U 22, medali Emas Sea Games ( 4 gelar ).
 
 Secara objektif dari Fakta ini, masih lebih baik Indra Syafri daripada STY terutama di kelompok umur dan wilayah Asean.
 
 Keluhan terhadap kualitas pemain lokal sejalan dengan program PSSI menjalankan program Naturalisasi pemain Diaspora sesuai dengan permintaan STY, cukup signifikan prestasi STY ketika diperkuat banyak pemain Naturalisasi / Diaspora, dgn prestasi terbaik semifinal AFC U 23, 16 besar AFC dan ronde 3 kualifikasi piala Dunia.
 
 Menariknya, pencapaian terbaik STY, belum mampu mengalahkan pencapaian Vietnam diasuh oleh PHS yaitu juara AFF, emas Sea Games 2 x, semifinal Asian games, Runner up AFC u 23, 8 besar AFC, dan ronde terakhir kualifikasi piala dunia, 10 besar .
 
 Pengaruh & koneksi ET, kita akui sangat luar biasa, bisa mendatangkan pemain Diaspora dalam waktu singkat 16 pemain hadir di line Timnas dengan kualitas grade B sehingga timnas mampu berbicara di ronde 3.
 
 Namun ternyata ada perbedaan cuture yg signifikan Antara STY dgn pemain Diaspora , STY terkenal dgn filosofi disiplin, sepakbola kekuatan fisik, pressing dan berlari terus sepanjang pertandingan , dan lebih kepada Pola permainan cenderung defensif, berbeda dengan culture pemain Diaspora, gaya Belanda yg lebih dikenal total football , berani inisiatif menyerang, mengandalkan permainan stylish, taktik dan strategi, budaya eropa menganut keterbukaan berpendapat, Pelatih dan pemain, terbuka untuk diskusi strategi & taktik dan hal ini tidak mereka dapatkan dari STY, apalagi kendala komunikasi STY kurang bisa bahasa Indonesia , bahasa Belanda dan bahasa Inggris, sehingga kesulitan dalam memberikan instruksi langsung.
 
 Sehingga alasan dari ET mengganti pelatih , masuk akal dengan permasalah komunikasi, strategi dan kepemimpinan. 
 
 Kita dukung PSSI, dukung keputusan brilian ET, dukung pelatih baru untuk lolos piala Dunia 👍👍",Youtube,dari awal melatih timnas sty sudah terlalu sering mengeluh terhadap kualitas pemain lokal yaitu pemain lokal kurang memahami teknik dasar bermain sepakbola sehingga pencapaian dengan mengandalkan pemain lokal meskipun disuntik beberapa pemain diaspora jauh dari meyakinkan aff kamu aff kamu sea games dan x ikut aff senior tidak ada satupun mendapatkan gelar justeru indra syafri dengan mengandalkan pemain lokal mampu untuk juara aff kamu sebanyak x juara aff kamu medali emas sea games gelar secara objektif dari fakta ini masih lebih baik indra syafri daripada sty terutama di kelompok umur dan wilayah asean keluhan terhadap kualitas pemain lokal sejalan dengan program pssi menjalankan program naturalisasi pemain diaspora sesuai dengan permintaan sty cukup signifikan prestasi sty ketika diperkuat banyak pemain naturalisasi diaspora dgn prestasi terbaik semifinal afc kamu besar afc dan ronde kualifikasi piala dunia menariknya pencapaian terbaik sty belum mampu mengalahkan pencapaian vietnam diasuh oleh phs yaitu juara aff emas sea games x semifinal asian games runner up afc kamu besar afc dan ronde terakhir kualifikasi piala dunia besar pengaruh koneksi et kita akui sangat luar biasa bisa mendatangkan pemain diaspora dalam waktu singkat pemain hadir di line timnas dengan kualitas grade b sehingga timnas mampu berbicara di ronde namun ternyata ada perbedaan cuture yang signifikan antara sty dgn pemain diaspora sty terkenal dgn filosofi disiplin sepakbola kekuatan fisik pressing dan berlari terus sepanjang pertandingan dan lebih kepada pola permainan cenderung defensif berbeda dengan culture pemain diaspora gaya belanda yang lebih dikenal total football berani inisiatif menyerang mengandalkan permainan stylish taktik dan strategi budaya eropa menganut keterbukaan berpendapat pelatih dan pemain terbuka untuk diskusi strategi taktik dan hal ini tidak mereka dapatkan dari sty apalagi kendala komunikasi sty kurang bisa bahasa indonesia bahasa belanda dan bahasa inggris sehingga kesulitan dalam memberikan instruksi langsung sehingga alasan dari et mengganti pelatih masuk akal dengan permasalah komunikasi strategi dan kepemimpinan kita dukung pssi dukung keputusan brilian et dukung pelatih baru untuk lolos piala dunia,positive
Choch STY terbaik❤,Youtube,choch sty terbaik,positive
"Ngapain STY BALIK LAGI.. setelah pupus harapan ke pildun..
 Toh misi mereka sudah berhasil menjegal Indonesia masuk ke pildun.. trus apa yg di harapkan STY balik lagi.. sepahit apapun faktanya mafia lah yang menang😢😢😢😢",Youtube,ngapain sty balik lagi setelah pupus harapan ke pildun toh misi mereka sudah berhasil menjegal indonesia masuk ke pildun trus apa yang di harapkan sty balik lagi sepahit apapun faktanya mafia lah yang menang,positive
"pahit sih, cuma harus Nerima kenyataan, ibarat lu harus putus dari doi lu walaupun lu masih cinta tapi keadaan yang memaksa lu buat putusðŸ¥º",Tiktok,pahit sih cuma harus nerima kenyataan ibarat kamu harus putus dari doi kamu walaupun kamu masih cinta tapi keadaan yang memaksa kamu buat putus,neutral
anda tau apa tentang STY,Youtube,anda tau apa tentang sty,neutral
Keren om ded..STY stay..,Youtube,keren om ded sty stay,positive
Kembalikan sty gue ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­,Tiktok,kembalikan sty saya,neutral
"santai bang, kita bangsa yg terbiasa kecewa.wkwk.",Youtube,santai bang kita bangsa yang terbiasa kecewa haha,negative
"Gimana bisa move on dari sty, klo 
 Semakin lama semakin hancur berantakan",Youtube,gimana bisa move on dari sty klo semakin lama semakin hancur berantakan,negative
PSSI harus sadar diri kalau pengin selamat timnas Indonesia kembalikan sty jangan pada ego pada keras kepala harus sadar diri,Youtube,pssi harus sadar diri kalau pengin selamat timnas indonesia kembalikan sty jangan pada ego pada keras kepala harus sadar diri,positive
"thanks coach.
 salut buat juga buat pak iwan bule, brani kick Simon dan hire coach shin.
 walau ga mudah awalnya.",Youtube,thanks coach salut buat juga buat pak iwan bule brani kick simon dan hire coach shin walau tidak mudah awalnya,positive
Diam adalah luapan kekecewaan dan ketidakpedulian yg tidak terbatas😮,Youtube,diam adalah luapan kekecewaan dan ketidakpedulian yang tidak terbatas,negative
"Bener bener STY, Bagun timnas sepenuh hati,, ehhh tersusupi politik ancur dah,, 😊",Youtube,benar benar sty bagun timnas sepenuh hati ehhh tersusupi politik ancur sudah,negative
"@Erick Thohir muncul pak redakan situasi cepat ambil solusi seperti dulu awal kepemimpinan bapak lupakan sejenak ego itu jika memang tidak bisa memimpin silahkan mundur persetan dengan perkataan tidak ada pengganti yang lebih baik dari bapak,toh memang timnas kita sudah hancur lebih baik riset dari awal dengan beda penggurus daripada nanti sudah di jalan bener di hancurkan kembali",Tiktok,erick thohir muncul pak redakan situasi cepat ambil solusi seperti dulu awal kepemimpinan bapak lupakan sejenak ego itu jika memang tidak bisa memimpin silahkan mundur persetan dengan perkataan tidak ada pengganti yang lebih baik dari bapak toh memang timnas kita sudah hancur lebih baik riset dari awal dengan beda penggurus daripada nanti sudah di jalan benar di hancurkan kembali,negative
Eric tohir gk tau nama nya Terima kasih,Tiktok,eric tohir tidak tau nama nya terima kasih,positive
Aku ga liat shintayoung bikin sedih,Youtube,aku tidak liat shintayoung membuat sedih,negative
13:45 Eric wajib mundur,Youtube,eric wajib mundur,neutral
Apapun masalah yg terjadi dibalik itu semua ada batasan yg kita tidak harus tau.. Itu sama saja dengan aib yg di sebarluaskan.. Tetap dukung timnas dan tetap dukung semuanya .. Terima kasih coach Shin sudah membuat garuda terbang tinggi .. Semangat untuk pak Erick membangun sepakbola negri ini ..,Youtube,apapun masalah yang terjadi dibalik itu semua ada batasan yang kita tidak harus tau itu sama saja dengan aib yang di sebarluaskan tetap dukung timnas dan tetap dukung semuanya terima kasih coach shin sudah membuat garuda terbang tinggi semangat untuk pak erick membangun sepakbola negri ini,positive
Kutukan laknat karmanya Garuda Yg hancur efeknya sepakbola Indonesia mundur & memalukan,Youtube,kutukan laknat karmanya garuda yang hancur efeknya sepakbola indonesia mundur memalukan,negative
"thank you STY ❤❤❤
 thank you the history maker...
 You'll never walk alone 🔥🔥🔥🇮🇩🇮🇩🇮🇩",Youtube,thank you sty thank you the history maker you ll never walk alone,positive
"SAMPAI KAPANPUN TIMNAS INI TETAP MENGECEWAKAN, SUKSESLAH ATAS PRESTASINYA MEMPERTAHANKAN MANAJEMEN KOLUSI DAN PRINSIP SEGOLONGAN 😂😂😂😂.. MENYEDIHKAN",Youtube,sampai kapanpun timnas ini tetap mengecewakan sukseslah atas prestasinya mempertahankan manajemen kolusi dan prinsip segolongan menyedihkan,positive
"Ya Erik dan Kluivert harus mundur,karena itu ada unsur politiknya menjadikan dia pelatih,berharap pildun sehingga nama Erik terkenal untuk pilpres 2029,tapi hancur jadinya yg saya heran sty diganti pas kita kondisinya baik habis ngalahin arab, aneh!",Youtube,ya erik dan kluivert harus mundur karena itu ada unsur politiknya menjadikan dia pelatih berharap pildun sehingga nama erik terkenal untuk pilpres tapi hancur jadinya yang saya heran sty diganti pas kita kondisinya baik habis ngalahin arab aneh,negative
ET mundur tetap dapat jabatan Menpora.,Youtube,et mundur tetap dapat jabatan menpora,neutral
"FiFa saja lihat wasit curang sembarangan diam Indonesia di curang bahrain Qatar di sulitkan china fifa buat apa denda doang duit tdk ada sanksi nyata fisik federasi tanpa penonton atau gol di batalkan , mereka yg punya duit bilang gampang nanti duit denda di ganti 2x lipat asal lawan kalah",Youtube,fifa saja lihat wasit curang sembarangan diam indonesia di curang bahrain qatar di sulitkan china fifa buat apa denda doang duit tidak ada sanksi nyata fisik federasi tanpa penonton atau gol di batalkan mereka yang punya duit bilang gampang nanti duit denda di ganti x lipat asal lawan kalah,negative
"Bener kan
 Kenapa MU beli sesko, harusnya beli gelandang bertahan 2
 70juta buat sesko bisa tuh beli buat 2 pemain gelandang bertahan
 Ada veerman, scouten, timber, hubner, Jenner, Nathan",Youtube,benar kan kenapa mu beli sesko harusnya beli gelandang bertahan juta buat sesko bisa tuh beli buat pemain gelandang bertahan ada veerman scouten timber hubner jenner nathan,neutral
"Andai Indonesia gagal total di round 3 ini, fix sepak bola indonesia tidak akan bisa berkembangan karna di kuasai mafia",Youtube,andai indonesia gagal total di round ini fix sepak bola indonesia tidak akan bisa berkembangan karna di kuasai mafia,neutral
"beberapa tahun lagi Indonesia menang piala Dunia, pegang omongan gw, siap di hujat 100000 x",Tiktok,beberapa tahun lagi indonesia menang piala dunia pegang omongan saya siap di hujat x,positive
pemain lini tengah males mundur,Youtube,pemain lini tengah males mundur,negative
King Polo King PoloðŸ¥º,Tiktok,king polo king polo,neutral
"9:30 Menurutku gaji STY sangat worth it. 
 - Dia pengang 3 tim. 
 - Tim kepelatihan dia lebih ramping. - Ada coach nova disana jadi pelatih lokal dapat transfer ilmu. Investasi yg bagus bgt. Sekarang u17 jadi satu²nya timnas yg gk flop.
 -Rangkap jadi pelatih SSB juga awal² (ngajarin passing dll).
 - Hasil jelas ada.
 
 Aku gk tau, tapi kalo liat gemuknya tim kepelatihan PK, mungkin pssi ujungnya ngeluarin duit mirip², cuma bedanya hasil nol.",Youtube,menurutku gaji sty sangat worth it dia pengang tim tim kepelatihan dia lebih ramping ada coach nova disana jadi pelatih lokal dapat transfer ilmu investasi yang bagus banget sekarang kamu jadi satu nya timnas yang tidak flop rangkap jadi pelatih ssb juga awal ngajarin passing dll hasil jelas ada aku tidak tau tapi kalo liat gemuknya tim kepelatihan pk mungkin pssi ujungnya ngeluarin duit mirip cuma bedanya hasil nol,positive
"dia aja sudah membuat statement kayak gini tapi kenapa dipecat malah diganti petrik , ada orang yang berhati tulus malah cari kepala botak",Tiktok,dia saja sudah membuat statement kayak gini tapi kenapa dipecat malah diganti petrik ada orang yang berhati tulus malah cari kepala botak,neutral
"lagi sayang sayangnya di cerai paksaðŸ˜­ Nyesek
 do'a terbaik buat coach shin semoga tuhan mudahkan segalanya amin ya rabbal Al-Amin ðŸ¤²
 trimkasih coach shinðŸ™",Tiktok,lagi sayang sayangnya di cerai paksa nyesek do a terbaik buat coach shin semoga tuhan mudahkan segalanya amin ya rabbal al amin trimkasih coach shin,positive
Kesalahan Erik Tohir saat mengganti STY.kacang lupa pada kulitnya.STY menggunakan jiwa & raganya untuk Indonesia,Youtube,kesalahan erik tohir saat mengganti sty kacang lupa pada kulitnya sty menggunakan jiwa raganya untuk indonesia,negative
"Keren sih, selamat atas tidak lolosnya timnas kita 🥳",Youtube,keren sih selamat atas tidak lolosnya timnas kita,positive
Sekelasss raksasa asia korea selatan aja bisa kalah sama indonesia berkat STY di kursi kepelatihan,Tiktok,sekelasss raksasa asia korea selatan saja bisa kalah sama indonesia berkat sty di kursi kepelatihan,negative
mana king Indo yang dulu ku kenalðŸ¥²,Tiktok,mana king indo yang dulu ku kenal,neutral
haduh sedih banget gua sty yang susah payahnya bangun timnas dari nol sampai jayanya rangking FIFA brubah membaik dan trakhir bawa menang timnas 2-0 vs arab di qulelifikasi sampe bawa timnas ke peringkat 3 kalo platih lain belum tentu bisa bawa menang arab vs indo sekelas Argentina jha keok ma arab ini indo tim asia bisa mengalahkan lagannan piala dunia berkat dilatih sty ðŸ˜­ðŸ˜­sedih rasanya gua gimna ni nanti nasib timnas kedepannya,Tiktok,haduh sedih banget saya sty yang susah payahnya bangun timnas dari nol sampai jayanya rangking fifa brubah membaik dan trakhir bawa menang timnas vs arab di qulelifikasi sampe bawa timnas ke peringkat kalo platih lain belum tentu bisa bawa menang arab vs indo sekelas argentina jha keok ma arab ini indo tim asia bisa mengalahkan lagannan piala dunia berkat dilatih sty sedih rasanya saya gimna ni nanti nasib timnas kedepannya,negative
Alhamdulillah Malaysia lolos ke final. Insyaallah Thailand juara.,Youtube,alhamdulillah malaysia lolos ke final insyaallah thailand juara,positive
Selama ketua nya erick thohir. Team nas bakal hancur lebur. Sehancur hancurnya ini fakta. Gagal di senior dan kelompok umur semua gagal total. Dosa erick yg arogan pecat sty yg bawa prestasi. Dosa besar erick tohir,Youtube,selama ketua nya erick thohir team nas bakal hancur lebur sehancur hancurnya ini fakta gagal di senior dan kelompok umur semua gagal total dosa erick yang arogan pecat sty yang bawa prestasi dosa besar erick tohir,negative
kita nonton dari TV kita mendukungmuðŸ˜ŠðŸ˜Š,Tiktok,kita nonton dari tv kita mendukungmu,neutral
Eric tohir pelan pelan akan di kutuk Allah SWT aamiin,Youtube,eric tohir pelan pelan akan di kutuk allah swt aamiin,neutral
"P. Erik seharusnya mengundurkan diri itu lebih terhormat.
 
 Sekarang sudah malas nonton timnas",Youtube,p erik seharusnya mengundurkan diri itu lebih terhormat sekarang sudah malas nonton timnas,negative
baru sekarang pelatih timnas berhenti dan ditangisi fans sepak bola Indonesia,Tiktok,baru sekarang pelatih timnas berhenti dan ditangisi fans sepak bola indonesia,neutral
"hati nya terbuat dari apa sih sty ini kok bisa ada ayah sayang bngt sama anak2 nya luar biasa sty kamu orang di cintai bnyk masyarakat Indonesia
 kembali lah ke Indonesia krna anak2 butuh anda untuk piala dunia selanjut nya ðŸ¥°ðŸ¥°ðŸ¥°",Tiktok,hati nya terbuat dari apa sih sty ini kok bisa ada ayah sayang banget sama anak nya luar biasa sty kamu orang di cintai bnyk masyarakat indonesia kembali lah ke indonesia krna anak butuh anda untuk piala dunia selanjut nya,positive
Susah amat mau hidup bahagia,Youtube,susah amat mau hidup bahagia,positive
Capek bnget liatnya...maen kaya tarkam,Youtube,capek bnget liatnya maen kaya tarkam,negative
"Buruk betul pola permainan nya, padahal pemainnya termasuk sudah sangat bagus, lawan Filipina yg notabene pemainnya main di sepakbola kampus bisa2nya kalah, si kumis memang udah gk layak jd pelatih",Youtube,buruk betul pola permainan nya padahal pemainnya termasuk sudah sangat bagus lawan filipina yang notabene pemainnya main di sepakbola kampus bisa nya kalah si kumis memang sudah tidak layak jd pelatih,negative
"Pak ET Ketum Terbaik PSSI 👍
 Terimakasih Banyak Coach Shin Tae Yong 🙏
 Ayo Terbang Tinggi Timnas Garuda INDONESIA ❤ 🦅 🇮🇩",Youtube,pak et ketum terbaik pssi terimakasih banyak coach shin tae yong ayo terbang tinggi timnas garuda indonesia,positive
Mainnya jelek parah,Youtube,mainnya jelek parah,negative
"Intinya selagi masih ada mafia berkeliaran di indo persepak bolaan Indonesia gak bakalan bener mau menyimpulkan alesan""yg bertele-tele tetep aja pemenang nya si mafia
 
  TERIMA KASIH coach Shin tae Yong semoga sukses di negara""lainnya 🙏",Youtube,intinya selagi masih ada mafia berkeliaran di indo persepak bolaan indonesia tidak bakalan benar mau menyimpulkan alesan yang bertele tele tetep saja pemenang nya si mafia terima kasih coach shin tae yong semoga sukses di negara lainnya,positive
Inti nya lawan negara2 arab udh kalah dari dlu terlalu main santai gak boleh fisik lah gak boleh hina lawan lahh bs anjir 😂😂 sedang kan lawan uwohh pada jago acting mana pinter ngakalin sutradara lapangan 😅😅,Youtube,inti nya lawan negara arab sudah kalah dari dlu terlalu main santai tidak boleh fisik lah tidak boleh hina lawan lahh bs anjing sedang kan lawan uwohh pada jago acting mana pinter ngakalin sutradara lapangan,negative
"Pengikut sty selalu menggonggong sty,,,sty,,,sty. meminta ET mundur, klo tidak ET timnas tdk Semaju sekrng ini, lihat kebelakang sebelum ET, apa maju seppesat ini timnas, tidak..! Sehrsx bisa membuka mata dn pola berpikir. Broo..",Youtube,pengikut sty selalu menggonggong sty sty sty meminta et mundur klo tidak et timnas tidak semaju sekrng ini lihat kebelakang sebelum et apa maju seppesat ini timnas tidak sehrsx bisa membuka mata dn pola berpikir broo,neutral
"Kalo kita berfikir secara cinta kita terhadap coach yang telah berjasa sejauh ini memang sangat disayangkan kenapa gak nunggu aja selesai kualifikasi.
 Tapi kalau difikir secara analyst,
 Sepak bola bukan cuma cinta ya kaum fomo. Menurut gua pribadi kebanyakan fans juga dukung sty bukan karena perform tapi karena cinta,dia di pekerjakan disini bukan buat pamor dan bukan cuma buat dicintai warga indo,dia dipekerjakan disini sebagai coach,ya sekiranya jelek ya evaluasi,itu tanggung jawab federasi.
 KASIH AJA DULU PANGGUNG PELATIH BARU😂 toh juga bangsa bangsa yang dibawa coach baru juga gak kalah berkualitas sama sebelumnya.
 Yang krisis nya tuh gausah pake hujat hujat pemain lah,come on bro.😂😂😂😂😂
 eliano kmrn rame dihujat netizen bilang ""seneng kan sty cabut?""
  BUKTIIN LAH KALO KITA WARGA YANG BER SDM TINGGI,disini masalah federasi dan coach,gausah bawa bawa pemain.
 Suka heran sama warga warga negri konoha😂",Youtube,kalo kita berfikir secara cinta kita terhadap coach yang telah berjasa sejauh ini memang sangat disayangkan kenapa tidak nunggu saja selesai kualifikasi tapi kalau difikir secara analyst sepak bola bukan cuma cinta ya kaum fomo menurut saya pribadi kebanyakan fans juga dukung sty bukan karena perform tapi karena cinta dia di pekerjakan disini bukan buat pamor dan bukan cuma buat dicintai warga indo dia dipekerjakan disini sebagai coach ya sekiranya jelek ya evaluasi itu tanggung jawab federasi kasih saja dulu panggung pelatih baru toh juga bangsa bangsa yang dibawa coach baru juga tidak kalah berkualitas sama sebelumnya yang krisis nya tuh gausah pake hujat hujat pemain lah come on bro eliano kmrn rame dihujat netizen bilang seneng kan sty cabut buktiin lah kalo kita warga yang ber sdm tinggi disini masalah federasi dan coach gausah bawa bawa pemain suka heran sama warga warga negri konoha,negative
sea geme 2021 pelatih SBY ya?,Tiktok,sea geme pelatih sby ya,neutral
Keren ❤❤❤,Youtube,keren,positive
"KITA SEMUA RINDU LIHAT LINGKARAN DITENGAH LAPANGAN ..LAGU TANAH AIRKU,,,KAMI RINDU KAMI RINDU DENGAR NYANYIAN ITU....SKRG SUDAH TDAK TERLIHAT LAGI..TAK TERDENGAR LAGI...SEDIH...JGN SAMPAI RANKING FIFA MENURUN",Youtube,kita semua rindu lihat lingkaran ditengah lapangan lagu tanah airku kami rindu kami rindu dengar nyanyian itu sekarang sudah tdak terlihat lagi tidak terdengar lagi sedih jgn sampai ranking fifa menurun,negative
"Andaikan sty yang ngelatih tapi hasil nya seperti ini. 
 Pasti yang ngehujat tuju hari tuju malam",Youtube,andaikan sty yang ngelatih tapi hasil nya seperti ini pasti yang ngehujat tuju hari tuju malam,neutral
"saya sependapat dengan pssi. secara logika saja, kita percaya pak erick bawa pssi semakin maju, so kenapa gak percaya jika harus ganti pelatih, ???
 kita hanya beruntung masuk round 3 wc, bukan bermain bagus ya,. so perlu di coba yang baru. coba deh kita lihat wkatulawan cina, sejak saat itu saya mulai curiga dengn STY",Youtube,saya sependapat dengan pssi secara logika saja kita percaya pak erick bawa pssi semakin maju so kenapa tidak percaya jika harus ganti pelatih kita hanya beruntung masuk round wc bukan bermain bagus ya so perlu di coba yang baru coba deh kita lihat wkatulawan cina sejak saat itu saya mulai curiga dengn sty,positive
@timnasindonesia,Tiktok,timnasindonesia,neutral
Tidak ada pelatih yg bisa mengubah timnas indonesia dari minus dan hancur- hancuran dari peringkat yg memalukan hingga seperti sekarang menjadi team yg baik dan membuat naik peringkat 125 FIFA cuma SHIN TAE YOUNG dan ga akan pernah ada lagi pelatih yg bisa seperti STY...timnas akan kembali ke masa suram setelah di tinggal STY.,Youtube,tidak ada pelatih yang bisa mengubah timnas indonesia dari minus dan hancur hancuran dari peringkat yang memalukan hingga seperti sekarang menjadi team yang baik dan membuat naik peringkat fifa cuma shin tae young dan tidak akan pernah ada lagi pelatih yang bisa seperti sty timnas akan kembali ke masa suram setelah di tinggal sty,negative
"Bingung mau komentar apa 
 Padal uji coba lawan India yg peringkatnya di atas kita kita bisa ngimbangin ,ini yang tim selevel di ajang ini malah kalah ,semoga lekas membaik",Youtube,bingung mau komentar apa padal uji coba lawan india yang peringkatnya di atas kita kita bisa ngimbangin ini yang tim selevel di ajang ini malah kalah semoga lekas membaik,negative
Konten paling males om dedy salah panggil bintang tamu,Youtube,konten paling males om dedy salah panggil bintang tamu,negative
Pelatih ampas masih di pakek,Youtube,pelatih ampas masih di pakek,negative
"PK harus mundur, ga ada alasan,,udah dikasih kesempatan terbaik, pemain terbaik, dua kali kemenangan adalah reputasi buruk...kalo ga di dpecat, harusnya mengundurkan diri kalo bijak...",Youtube,pk harus mundur tidak ada alasan sudah dikasih kesempatan terbaik pemain terbaik dua kali kemenangan adalah reputasi buruk kalo tidak di dpecat harusnya mengundurkan diri kalo bijak,positive
wajar saja kalau dibilang tidak tau terima kasih,Tiktok,wajar saja kalau dibilang tidak tau terima kasih,positive
"Sapri AMPAS,SIALAN... Udah tau butuh Gol banyak, yang di turunin kebanyakan pemain bernaluri bertahan.AMPUUNNN,AMPUNNN😡😡",Youtube,sapri ampas sialan sudah tau butuh gol banyak yang di turunin kebanyakan pemain bernaluri bertahan ampuunnn ampunnn,negative
mundur saja dari dunia sepak bola ya Syafri!!!! Garuda yaksa juga harusnya pecat dia!! bahaya untuk bibit pemain berkualitas kalo masih ada Syafri!!!bisa hancurrrrrrrr....,Youtube,mundur saja dari dunia sepak bola ya syafri garuda yaksa juga harusnya pecat dia bahaya untuk bibit pemain berkualitas kalo masih ada syafri bisa hancurrrrrrrr,negative
Maen kyk ampas saja ditayangin,Youtube,maen kyk ampas saja ditayangin,negative
