text_clean,sentiment
indonesia mmg perlu pelatih keras dan disiplin kayak sty krnmorang indo terlalu santai dan manja bawaannya tp kl untuk pemain diaspora tidak cocok krn beda budaya orang eropa melihat semua orang setara diskusi dgn bos boleh bahkan ortu sendiri dipanggil nama doang tidak masalah sedang sty orang korsel yang kulturnya sangat kuat senioritasnya top down dan penghormatan pd senior dan atasan benar di level berbeda kl pemain lokal cocok saja dgn itu masih masuk di kultur indonesia sty adaptasi pun tidak terlalu susah krn perbedaannya tidak banya tp dgn pemain dari eropa beda soal kl paham kultur korea sudah paham banget tidak bertanya lagi tp bgmnpun semua ada kebaikannya dan kekurangannya masing nah pssi disini yang sudah mengusahakan semua yang terbaik pemain yang di minta diusahain semua smp ke china saja disewain pesawat tp sty malah tidak menggunakan semua sumberdaya yang ada kayak sia kerja keras pssi mengusahakan semua fasilitas sdm maupun sda ya kita dpt pemain susah kl jd mrk tidak mau main lagi kita lebih rugi drpd kehilangan pelatih sty tidak jelek tp sudah tidak pas lagi dengan materi kita saat ini nnt malah tidak jd terbang tinggi malah kempes dijjalan sayang pd ahirnya kepentingan timnas yang diutamakan bukan yang lain,positive
yang paling heran itu orang yang paling menyerang sty seperti bung towel malah diam ketika pk kalah,negative
kalo mau sepakbola indonesia berjaya srkalian saja lirik pemain pemain top dunia untuk di naturalisasi cari saja alasan atau pembenaran misalnya pemain a yang mau di naturalisasi itu kakek nya keturunan indo atau ayah dari kakek nya atau ayah dari neneknya keturunan indo atau sekalian saja kakek dari ayak kakeknya keturunan majapahit tim mental kalah sampe kapanpun tetep badut masih bagusan tim ngk pake naturalisasi mau heran indo ini indonesia atau belanda sih pemain pemain kebanyakan belanda kon bangga masih di bela oh dia sebenarnya indonesia keturunan,positive
suara mimin pun kek habis nangis,neutral
indrasafriout,neutral
lebih mentingin egoo,neutral
hidup di indo mau happy lewat jalur timnas saja masih di akalin sama petinggi penentuan sbenere pas vs arab,positive
pilihan baru tidak ada prestasi dikasih target tinggi ingat yang instan akan ada efek samping kalau sampai blunder kasih kartu merah kalau main alibi membela diri tapi solusi minus merusak ekpektasi suporter yang ingin lebih baik dan berkembang malah retak dan hancur dari dalam karena ego,negative
respect shh sama kiper myanmar,neutral
mundur doang tu kurang boss uda ngancurin impian masyarakat tp cuma mundur doang,negative
yang pembenci sty arya sama bung handuk,negative
sty rela di berikan kartu merah untuk indonesia terimakasih sty karena sudah melatih indonesia sampai ke titik ini,positive
appun kegagalan timnas adalah langkah si erik tohir trimkasih pak erik telah hancurkan mimpi sty dan rakyat indonesia yang merintis dari nol untuk masuk piala dunia dan kini saatnya anda kesatria untuk mundur dari pssi,negative
ayolah fen timnas dukung perjuangan bung erick untuk bujuk sty smoga pssi trus melaju,neutral
mainnya tarkam banget haha,negative
justin tanggung jawab secara tidak langsung komen anda selama jadi pundit berpengaruh juga terhadap pemecatan sty dan terpilihnya kepelatihan belanda jangan cuci tangan juga,neutral
era tahun lalu myanmar bukan level kita lagi dan myanmar jadi makanan buat kita tapi sekarang apa setelah ngelapas semua nya bakal sehancur ini,negative
wakanda maunya tanpa proses tp ingin menangg mie instan maunya ajurr jum ditinggal sty,positive
menurut saya kalau pun ganti pelatih mungkin bukan sty lagi karena orang dalam sudah tidak malu malu lagi nyindir atau ngejelekin sty dipodcast atau ig jadi tidak bakal didukung malah nimbulin kesan ini kan mau kalian bakal banyak bermunvulan anomali podcast arya ft towel atau koci,negative
coach aku rindu di latih mu,neutral
timnas harus introspeksi sebenarnya kita memang belum mampu utk di tingkat pildun kalo kita masuk pun akan jadi tempat ambil poin dari tim lain kalo sekarang kita cuma ambi gampangnya saja dgn jalan maturalisasi harusnya berdasarkan pembinaan di pemain muda,neutral
tapi kenapa sekarang diganti patrick kembalikan sty ku,neutral
pelatih kadaluwarsa dipakai makin ancur timnas pecat jngn ragu ketum pssi dan semua anggota wajib aut,negative
kok saya ikut sedih ya,negative
pikiran para petinggi pssi dikira banyak pemain bagus siapapun pelatihnya bakal lolos,positive
dulu indra sjafri selalu membawa juara dan ia selalu di puji dan diapresiasi bahkan ada yang bilang pelatih lokal tersubur tapi kali ini dia gagal membawa lolos dia di hujat oleh suporter nya,positive
mau sampe kiamatpun kalo permainan kaya gini tidak bakal juara apapun mana kipernya gaje pelatih lebih oon pssi emang hebat kalo soal nurunin level timnas,positive
dari semifinalis piala asia kamu sampai jadi ampas di selevel seagames,negative
erik tohir yang memulai erik pula yang menghancurkan sungguh tragis nasib fans timnas dan persepakbolaan indonesia pantas indonesia disegala bidang tidak maju dan malah hancur hancuran kalau pengelolaannya dilemudikan mafia,negative
terimakasih sty anda sudah membuat kami puas melihat timnas sekarang,positive
yang berjasa merubah masa depan timnas itu erick tohir tidak usah lebay sty cuma terima bersih,neutral
yang membuang mu adalah pssi bukan kami coach shin we love you forever,neutral
tidak cuma pemain pelatih harus ada chemistry sama team yang dilatihnya untuk kedepanya jika ada opsi pergantian pelatih mending libatkan pemain diaspora player untuk dilibatkan dalam pemilihan pelatih,neutral
untuk coach shin terimakasih sudah membawa timnas sejauh ini untuk coach patrick kluivert selamat bertugas kita tetap dukung timnas,positive
sejak ditinggal sty bisa apa hancur lebur,negative
baru sekarang pelatih timnas berhenti dan ditangisi fans sepak bola indonesia,neutral
menurut saya sebagai orang bodoh kesalahan pssi itu mengganti sty dengan petrik klukampret pas sty sudah berjuang di seperempat perjalanan menuju piala dunia yang mengerti proses sty yang membangun timnas hingga pemain lokal berchemistry dengan pemain naturalisasi ya sty sementara si klukampret tidak tahu apa harus nya si klukampret kalo mau di kontrak jangan menggantikan sty tapi tempatkan di junior dia bisa melatih sekaligus menimba ilmu dan berproses tidak secara langsung gini jadi pelatih plonga plongo yang berfikir malah asistennya itu yang saya liat pas ke sorot kamera,negative
bpk ketum erik tahir lebih mengerti dan memahami kebutuhan timnas saat ini dan pergantian pelatih sudah melalui keputusan yang matang kami percaya ketum bpk erik tahir demi kepentingan timnas di masa depan,neutral
ibaratnya gini bang ferry timnas itu adalah bamgunan rumah sedangkan sty adalah seorang tukang arsitek kampung yang sudah tahu banyak perihal adat istiadat desa geografis di sekitar bangunan bahan bahan berkwalitas utk material bangunan dan cara menenangkan hati si mpunya rumah dan para tetangga di sekitarnya lalu bangunan rumah belum kelar ngebangun gara ada tukang jebolah sekolah arsitektur yang ingin mengganti pak tukang sty sehingga bangunan setengah kelar pak tukang sty diganti yang sudah dicintai dan dihormati penduduk setempat kemudian datanglah arsitek luar nun jauh disana yang tidak tahu seluk beluk keadaan di kampung bahkan mengerjakan sesuai standartnya sehingga amburadul hasilnya dan bangunan itupun runtuh rontok buyar bangunan rumah rusak tidak jadi sang arsitektur malah mencari ribuan alasan utk menutupi egoisme dan kebobrokannya seperti itulah analoginya,negative
dulu beliau juara dia pikir karena sujud cium rumput ehhh setelah sty tidak ada rupanya faktor sty beliau juara,positive
tidak bisa berkata kata apa lagi saya sudah terlalu sedih,negative
tibaknya nyatanyaaa guoblox semua baik pelatih pssi ktum jelas kan skarang gimana kondisi tim nas amburadul hancur lebur berantakan gimana sudah puas skarang klo udahgini kondisi nya ttp tidak mau hengkang secara huemat tidak ini btul muka sesuatu yang tidak punya ma kamu klo aku tidak punya malu mak lum aku ini sd saja tidak tamat yaa alloh na udzu billah,negative
para petinggi pssi senang lihat hoky main di banding raven,neutral
thanks you coach sty i kamu and see you,positive
madrid kalah indonesia kalah,negative
susah betuuulllll indonesia ya benar benar resah fakkk,neutral
pak erick salah tpi anggota exco lebih salah merekalah yang memutuskan bahwa sty harus dipecat lalu untuk pak erick kenapa memilih kluivert untuk exco juga kenapa setuju untuk memiluh kluivert,negative
padahal pas sea games full lokal kok ini pake naturalisasi malah lebih parah ya hadeh xari xari,negative
tohir sama kluivret dkk hrs mundur ato di demo tggl pilih,neutral
baru kali ini saya cinta banget sama indo eh malah dihancurin sama negara sendiri,negative
sampean coba jadi pelatih timnas,neutral
kek blum percaya saja gitu semoga dmna pun coach shin berada slalu mengingat indonesia terutama timnas sepakbola dan para pemain yang pernah bekerja sama dgn coach shin,neutral
harus nya hasil lawan australia nanti bisa menang ni soal nya masa kelam aff bakal di lampiaskan ke australia,positive
mantan pelatih vietnam bagus,positive
semoga sty kembali melatih timnas indonesia,neutral
dapat pelatih yang hebat dan tulus malah di ganti sama temennya spongebob,positive
saya hanya tukang mancing yang demi timnas libur mancing cuma mau bilang makasih sty keep strong pak erik kompak selalu timnas timnas menang membuat lupa masalah rumah tangga happy saja sudah,positive
juara bertahan lembek,positive
indonesia itu masyarakatnya paling bahagia di seluruh dunia lho menurut riset terbaru xixixi,positive
kasian jens reven sudah berjuang,neutral
cara move on nya gmn yaallah ini mmpi buruk kan bahkan mimpi burukpun g seburuk ini kita mau ke pildun bareng kamu coach,negative
jepang setuju saya koc,neutral
aku khawatir pssi kembali ke masa suram bila et out harapannya pk sadar diri untuk out nah pastoor naik sbg pelatih kepalanya,neutral
target sty kan rank ya,neutral
tidak habis pikir sama pengurus pssi pelatih yng jelas sudah bawa timnas maju malah di pecat dan ini juga di sea games yng buat pengembangan bukannya ambil pelatih bagus malah ambil pelatih sering di pecat trus di ambil lagi,positive
dulu nonton timnas slalu di tunggu seru rame sekarang mah engg lagi di nantikan dan rame nonton,neutral
