comment,compound,positive,negative,neutral,label
Yang lebih tahu pak ET,0.0,0.467,0.4,0.133,neutral
KiiPOP BERMUNCULAN,0.0,0.0,0.0,1.0,neutral
ada yang masuk dalam jebakan exco bajingan satu lagi ada musuh dalem selimut yaitu pak arya,0.0,0.44,0.44,0.12,neutral
saya bukan pendukungnya individu coach STY tapi memang agak kurang tepat jika round3 masih belum selesai tapi STY dipecat namun siapapun pelatihnya Timnas Indonesia semoga bisa membawa Garuda lolos piala dunia 2026 dan nantinya Garuda jadi langganan piala dunia,0.0,0.292,0.262,0.446,neutral
Pada ngaco ganti pelatih kok tunggu gagal,0.0,0.476,0.429,0.095,neutral
kan sudah di bilang Ketum PSSI lagi setres stadium 5,0.0,0.267,0.267,0.467,neutral
Sty membawa indonesia dari nol sampai ke posisi 3 sementara di kualifikasi wc Kita lihat kinerja kluivert dan pssi di akhir kualifikasi bagaimanasisa 4 pertandingan vs china dan bahrai kandangvs jepang dan australia tandangsangat mudah sekaliibarat kata bola sudah di kirim kan dari belakang sampai ke kotak pinalty lawantinggal menunggu eksekusi,0.0,0.315,0.303,0.382,neutral
Setujuuuuuu tidak rela sty di keluarin tolong balik lagiiiiiiiiiiiiiiiiiiiiiii,0.0,0.4,0.4,0.2,neutral
Saya diposisi bung bertiga sama,0.0,0.364,0.364,0.273,neutral
Sty datang saat persepakbolaan indonesia sedang kritis dan sekarat sekarang sudah bangkit lebih baik ehhh dipecat,0.0,0.382,0.324,0.294,neutral
Ketika toel di towel,0.0,0.0,0.0,1.0,neutral
Yess Dipecat juga akhirnya,0.0,0.0,0.0,1.0,neutral
rengga,0.0,0.0,0.0,1.0,neutral
Podcast cari aman sama netizennggak mau dibully,0.0,0.435,0.435,0.13,neutral
Kalian cinta timnas apa sty,0.0,0.364,0.364,0.273,neutral
Oham,0.0,0.0,0.0,1.0,neutral
Intinya PSSI sudah kena hasutan towel,0.0,0.333,0.333,0.333,neutral
2330,0.0,0.0,0.0,1.0,neutral
Towel anj,0.0,0.0,0.0,1.0,neutral
Jgn omon saja Ikuti prosesnya positf lah Banyak handuk handuk,0.0,0.25,0.25,0.5,neutral
Kenapa towel masih membeci STY,0.0,0.0,0.0,1.0,neutral
Kompensasinya kira2 berapa M yaaa,0.0,0.0,0.0,1.0,neutral
1356,0.0,0.0,0.0,1.0,neutral
w,0.0,0.0,0.0,0.0,neutral
DEDDY KOK BUZZER,0.0,0.0,0.0,1.0,neutral
410000,0.0,0.0,0.0,1.0,neutral
Blunder Erik Thohir memecat STY alasannya juga absurd,0.0,0.286,0.286,0.429,neutral
65,0.0,0.0,0.0,1.0,neutral
STY VS INTERNAL PSSI ERICK THOHIR VS INTERNAL PSSI,0.0,0.0,0.0,1.0,neutral
Tetep timnas Geni ini muladmulad,0.0,0.0,0.0,1.0,neutral
STYDramatika BAHRIENJEPANGCHINA,0.0,0.0,0.0,1.0,neutral
Menit 1000,0.0,0.0,0.0,1.0,neutral
Preet lah,0.0,0.0,0.0,1.0,neutral
Video terpanjang,0.0,0.0,0.0,1.0,neutral
Kenapa didramitisir begitu min jadi sedih lagi terima kasih coach shin kami akan selalu mengenang jasa2mu untuk timnas garuda,0.0,0.343,0.286,0.371,neutral
TERIMA KASIH STY SEMOGA KITA BERSATU LAGI,0.0,0.4,0.4,0.2,neutral
Coach shin selalu di rindukan rakyat indonesia,0.0,0.0,0.0,1.0,neutral
Terima kasih coach sty sudah bawa kami dari era kegelapan ke fase saat iniketika sebuah mimpi yang mustahil menjadi sebuah kesempatan yang bisa dijangkau,0.0,0.38,0.32,0.3,neutral
shin tae young memang sudah merubah sepak bola indonesia,0.0,0.391,0.391,0.217,neutral
Coach legend,0.0,0.0,0.0,1.0,neutral
Sty siapapun penggantinya sty tetap di hatisang pahlawan Garudakita semua,0.0,0.25,0.25,0.5,neutral
The legent STY SMG bisa berkumpul lagi bersama timnas Indonesia,0.0,0.25,0.25,0.5,neutral
Tengkyu coach shin the Yong,0.0,0.0,0.0,1.0,neutral
STYakan selalu di kenangsuporter Indonesia,0.0,0.0,0.0,1.0,neutral
Pejuang,0.0,0.0,0.0,1.0,neutral
Sty coach hebat,0.0,0.0,0.0,1.0,neutral
Impian yang dulu cuma asia sekarang bisa bertarung demi piala dunia Hatur terima kasih coach,0.0,0.387,0.323,0.29,neutral
Semoga nanti nya kita punya prinsip pergantian pelatih yang jelas,0.0,0.417,0.375,0.208,neutral
Coach shin,0.0,0.0,0.0,1.0,neutral
terima kasih Coach Shin Tae Yong,0.0,0.429,0.357,0.214,neutral
Kita terlalu kejam sebagai bangsa melupakan jasa jasa terbaik orang begitu saja tanpa memberi kesempatan menyelesaikan misi aku merindukanmu coach shin tae yong,0.0,0.386,0.386,0.228,neutral
Kami akan selalu merindukanmu coach,0.0,0.0,0.0,1.0,neutral
warga negara Indonesia mngharapkan untuk sty kmbali memimpin Timnas kita,0.0,0.0,0.0,1.0,neutral
Coch Shin kembalilah kembali ke Indonesia,0.0,0.0,0.0,1.0,neutral
Pahlawan tanpa mahkota,0.0,0.0,0.0,1.0,neutral
kami history maker,0.0,0.0,0.0,1.0,neutral
pokoke STY SELAMANYA,0.0,0.0,0.0,1.0,neutral
HISTORY MAKER,0.0,0.0,0.0,1.0,neutral
Back to back coah sty,0.0,0.0,0.0,1.0,neutral
THE HISTORY MAKER,0.0,0.0,0.0,1.0,neutral
Aq ykin pasti STY kmbali lagi,0.0,0.333,0.333,0.333,neutral
Sty sty sty,0.0,0.0,0.0,1.0,neutral
Bisa le,0.0,0.0,0.0,1.0,neutral
Intinya belum pada muf on sama sty,0.0,0.308,0.308,0.385,neutral
ouw,0.0,0.0,0.0,1.0,neutral
Baca naskahnya sampai menangis iya kak,0.0,0.438,0.375,0.188,neutral
Trofi nol memang tapi rank sepak bola lebih baik dari pada trofi paham okgak perlu trofi tapi naik dan naik rank,0.0,0.4,0.356,0.244,neutral
sty,0.0,0.0,0.0,1.0,neutral
Sejarahh,0.0,0.0,0.0,1.0,neutral
Ayolah bujuk ke Pssisty,0.0,0.0,0.0,1.0,neutral
Tototorooooo,0.0,0.0,0.0,1.0,neutral
Kembalikan sty ke timnas tolong pak erik toher,0.0,0.286,0.286,0.429,neutral
Garuda mulai belajar terbang berkat STY itu fakta,0.0,0.444,0.389,0.167,neutral
Netizen berkomentar,0.0,0.0,0.0,1.0,neutral
Dulu penuh sejarah dan misteri lahhhh bahkan sekarang banyak omon2 saja,0.0,0.235,0.235,0.529,neutral
STY NOMBER UNO,0.0,0.0,0.0,1.0,neutral
Towelcurut,0.0,0.0,0.0,1.0,neutral
Timnas blunder,0.0,0.0,0.0,1.0,neutral
Stymelawanchinateamnaskalahinimengingatpialaaff7kaliindonesiajuarake2karnamafiabolasudahterbukti pderapakiwanbulenamanyabermainbolagajah,0.0,0.0,0.0,1.0,neutral
Kembalikan STY ke timnas Indonesia,0.0,0.0,0.0,1.0,neutral
STY TK ada lagi pelati seperti STY,0.0,0.333,0.4,0.267,neutral
benar kbngeten si ET buat seluruh penggemar timnas sakit hati,0.0,0.4,0.3,0.3,neutral
Stytopngono ae lah,0.0,0.0,0.0,1.0,neutral
Sty,0.0,0.0,0.0,1.0,neutral
Ebused 30 menit,0.0,0.0,0.0,1.0,neutral
Sty,0.0,0.0,0.0,1.0,neutral
Ini senang mafia bola sty dipecat,0.0,0.375,0.375,0.25,neutral
Konoha selalu MENDONIA,0.0,0.0,0.0,1.0,neutral
Durasi fulll admin,0.0,0.0,0.0,1.0,neutral
STY membangun Kluivert merusak,0.0,0.0,0.0,1.0,neutral
Towel out,0.0,0.0,0.0,1.0,neutral
Towel out,0.0,0.0,0.0,1.0,neutral
Penyepong sty ini adminya,0.0,0.0,0.0,1.0,neutral
PSSI blok,0.0,0.0,0.0,1.0,neutral
Nih chanel penyepong tayong,0.0,0.0,0.0,1.0,neutral
ET out,0.0,0.0,0.0,1.0,neutral
0,0.0,0.0,0.0,0.0,neutral
hiSTorY maker,0.0,0.0,0.0,1.0,neutral
1,0.0,0.0,0.0,0.0,neutral
kedua,0.0,0.0,0.0,1.0,neutral
Pertama,0.0,0.0,0.0,1.0,neutral
Kedua,0.0,0.0,0.0,1.0,neutral
terima kasih telah mewakili suara pecinta timnas yang waras bang,0.0,0.462,0.385,0.154,neutral
baaangg luu cepeeettt bangeetttt,0.0,0.0,0.0,1.0,neutral
Ini kemarahan sudah di ujung tanduk gila kalau masih pertajanin Kluivert tidak ada malu kalau ET masih ngejabat ketum PSSI dan Menpora sekaligus,0.0,0.34,0.362,0.298,neutral
ET CS MUNDUR CM NGABISIN DUIT NEGARA,0.0,0.0,0.0,1.0,neutral
Kembalikan STY,0.0,0.0,0.0,1.0,neutral
Ikutan menangis ngerasain emosinya bang ferry,0.0,0.438,0.375,0.188,neutral
apapun alasannya namanya pelatih pengganti itu harus lebih baik dari segala sisi iya,0.0,0.424,0.394,0.182,neutral
disuruh sabar dari Zaman Kiper Utama Hendro Kartiko,0.0,0.333,0.389,0.278,neutral
Burung Robin nya gacor bang,0.0,0.0,0.0,1.0,neutral
Awal pemecatan sty saya sudah tidak punya optimis dengan kepelatihan PK,0.0,0.407,0.37,0.222,neutral
bang ingin banget lihat kamu potkess sama pak Erick deh rasanya semua kegelisahan kami bisa tersampaikan,0.0,0.333,0.3,0.367,neutral
agak konyol tapi kenapa nya di ganti t iya bang,0.0,0.267,0.267,0.467,neutral
Towel sama coach botak diam2 saja,0.0,0.333,0.333,0.333,neutral
Kalo mau pecat sty harusnya setelah kompetisi berakhir harusnya begitu,0.0,0.3,0.3,0.4,neutral
Padahal perkataan pak gusdur hampir terwujud di bawah kepelatihan sty,0.0,0.0,0.0,1.0,neutral
Menang 2 kali lawan China dan Bahrain itu juga menang tipis dan salah 1nya dari penalti,0.0,0.364,0.364,0.273,neutral
jaga kesehatan bangorang kayak kamu cuma ada 1 1000000 di indonesia,0.0,0.364,0.364,0.273,neutral
bagaimana ganti Erik tohir,0.0,0.4,0.4,0.2,neutral
Yang tabah iya,0.0,0.462,0.462,0.077,neutral
Bagaimana mau dipecat ujungnya PSSI dan timnas Indonesia di cerewet oleh DPR dan mpr,0.0,0.25,0.25,0.5,neutral
Ini live apa teping,0.0,0.4,0.4,0.2,neutral
Yang harus mundur Patrick Kluivert Kalau pak Erick Tohir itu ambil keputusan ganti pelatih karena ada 12 Excojadi pak Erick tidak bisa mengambil keputusan sendiriitu ada di peraturan FIFA terbaruketua umum dan Exco voting untuk pergantian pelatih,0.0,0.382,0.371,0.247,neutral
Salah satu pundit yang pendukung patrick itu coach justin bang coba abang tanya ke coach justin bang,0.0,0.385,0.359,0.256,neutral
wew,0.0,0.0,0.0,1.0,neutral
sungguh menyedihkan,0.0,0.5,0.5,0.0,neutral
bang lebih baik kamu saja deg yang jadi ketua PSSI ini kesempatan kamu buat jadi Legenda bang dan terncatat dalam sejarah Indonesia kalau kamu bisa sukses buat indonesia masuk piala dunia di 2030 kamu bakal di nobatkan sebagai Pahlawan abang,0.0,0.343,0.286,0.371,neutral
Dibangun dibentuk dihancurkan,0.0,0.0,0.0,1.0,neutral
patrickout styin,0.0,0.0,0.0,1.0,neutral
Reformasi total PSSI,0.0,0.0,0.0,1.0,neutral
Ada yang terpikirkan tidak si kemana pergi nya bung towel jadi curiga dia dibayar buat komplen setengah mati ke sty sampai tidak jadi perpanjang kontrak sekarang bak hilang di terlambat bumi si towel,0.0,0.413,0.347,0.24,neutral
2212 BUZZERppppp,0.0,0.0,0.0,1.0,neutral
ALL OUT,0.0,0.0,0.0,1.0,neutral
Klo Kata aku lebih baik yang mundur bahlil mas he,0.0,0.409,0.364,0.227,neutral
Luis milla,0.0,0.0,0.0,1.0,neutral
santai bang kita bangsa yang terbiasa kecewawkwk,0.0,0.412,0.353,0.235,neutral
TOHER JUSTIN TOWEL ANNNNJEEEENGG KALIAAN,0.0,0.0,0.0,1.0,neutral
Cari paneh ajo paja ko ada Urang sadang emosi proyek ET pulo cek nyo Kalera,0.0,0.31,0.31,0.379,neutral
Latiah lah deang yuang,0.0,0.0,0.0,1.0,neutral
KembalikanSTYKami,0.0,0.0,0.0,1.0,neutral
BUBARKAN PSSI,0.0,0.0,0.0,1.0,neutral
Yg menang bandar judi ini,0.0,0.385,0.385,0.231,neutral
Bahlil mundur,0.0,0.0,0.0,1.0,neutral
Runtuhnya nama ET,0.0,0.0,0.0,1.0,neutral
hadehhhhhhhhhh,0.0,0.0,0.0,1.0,neutral
1400,0.0,0.0,0.0,1.0,neutral
Timnas curucao gantik PK bahkan punya chance untuk lolos pildun,0.0,0.333,0.278,0.389,neutral
Untuk menanggung malu Paling nanti ujung-ujungnya ET meletakan jabatan ketum PSSI dengan alasan rangkap jabatan menpora,0.0,0.25,0.25,0.5,neutral
ETOut,0.0,0.0,0.0,1.0,neutral
kembalikansty,0.0,0.0,0.0,1.0,neutral
Mimpi lolos pildun Mimpi basah kali,0.0,0.429,0.357,0.214,neutral
Justin hubne,0.0,0.0,0.0,1.0,neutral
Pundit2 ini kmrin dikumpulkan di hotel Mandarin bang dibrifing untuk menggiring opini buruk tentang STY as a buzzer Towel Justin Akmal dan ada podcaster yang rexona itu lupa nmax Mreka dapat Byran paling tinggi,0.0,0.316,0.263,0.421,neutral
Tes abangku,0.0,0.0,0.0,1.0,neutral
Patrick minim taktik Ganti,0.0,0.4,0.4,0.2,neutral
Kalo saya sudah hoples sih,0.0,0.364,0.364,0.273,neutral
STYBACK,0.0,0.0,0.0,1.0,neutral
Ketua PSSI,0.0,0.0,0.0,1.0,neutral
Target sty kan rank 100 iya,0.0,0.0,0.0,1.0,neutral
Kembalikan STY,0.0,0.0,0.0,1.0,neutral
Testing,0.0,0.0,0.0,1.0,neutral
Timnas gonjangganjing,0.0,0.0,0.0,1.0,neutral
klu1vert sudah cuan judi buat idn gagal pildun,0.0,0.375,0.312,0.312,neutral
jika masih penjahat kelamin pelatih pssi hancur bsik mundur,0.0,0.267,0.267,0.467,neutral
ET OUT,0.0,0.0,0.0,1.0,neutral
balikin STY aaaaa,0.0,0.0,0.0,1.0,neutral
Total football,0.0,0.0,0.0,1.0,neutral
Ga kapok2 PSSI,0.0,0.0,0.0,1.0,neutral
pkoutstyinagain,0.0,0.0,0.0,1.0,neutral
Dah lelah sama sepakbola indonesia Terserah lah Main fifa saja,0.0,0.429,0.429,0.143,neutral
STYback,0.0,0.0,0.0,1.0,neutral
ETout PKout,0.0,0.0,0.0,1.0,neutral
ET KONOL,0.0,0.0,0.0,1.0,neutral
Erick out kluivert out,0.0,0.0,0.0,1.0,neutral
STY COME BACK,0.0,0.0,0.0,1.0,neutral
PATRICKOUT,0.0,0.0,0.0,1.0,neutral
Sty sty,0.0,0.0,0.0,1.0,neutral
Mundur,0.0,0.0,0.0,1.0,neutral
bring back STY,0.0,0.0,0.0,1.0,neutral
Erick Thohir tanggung jawab Paja ko Ndak Batuah manusia nyo mah Uda Ferry Campakkan lai Ganti Ketum baru,0.0,0.333,0.333,0.333,neutral
ericktohirout,0.0,0.0,0.0,1.0,neutral
PK out STY in again,0.0,0.0,0.0,1.0,neutral
Mana pernah Belanda Juara DuniaNihil,0.0,0.0,0.0,1.0,neutral
Kluivert out,0.0,0.0,0.0,1.0,neutral
Indra Sjafri lebih bagus dari PK prestasinya,0.0,0.385,0.308,0.308,neutral
Duo kocak kembali hadir,0.0,0.375,0.375,0.25,neutral
Coach plontos bingung mau jubirin apalagi soal tim kepelatihan holand kebanggaannya,0.0,0.286,0.333,0.381,neutral
justin yok cuci tangannnnnnnnnnnnn,0.0,0.0,0.0,1.0,neutral
salfok oppa Panji,0.0,0.0,0.0,1.0,neutral
Wes STY in Ojo percoyo koci towel,0.0,0.0,0.0,1.0,neutral
si botak ini si paling paham bola,0.0,0.0,0.0,1.0,neutral
Loe Belanda kamu aman,0.0,0.0,0.0,1.0,neutral
Menarik sih kalau bneran platih baru dari jepang,0.0,0.312,0.375,0.312,neutral
Gue ingin park hang seo melatih Indonesia,0.0,0.0,0.0,1.0,neutral
iya iya iya,0.0,0.0,0.0,1.0,neutral
JUSTIN JUSTIN HAHAHAHHAHAAHH,0.0,0.0,0.0,1.0,neutral
Rekomendasi pelatih dari jepang kenzo wakabayashi,0.0,0.333,0.333,0.333,neutral
Sedang cuci tanganmental kerdil,0.0,0.0,0.0,1.0,neutral
BotAkk cuci tangann,0.0,0.0,0.0,1.0,neutral
Tin tin iya Alloh iya Rab,0.0,0.0,0.0,1.0,neutral
Es terus,0.0,0.0,0.0,1.0,neutral
Keisuke Honda bagaimana coach,0.0,0.0,0.0,1.0,neutral
Semoga pesawatnya aman iya,0.0,0.0,0.0,1.0,neutral
Ji kamu pakai lipstik ji,0.0,0.0,0.0,1.0,neutral
Cieee,0.0,0.0,0.0,1.0,neutral
jesus casas atau timur kapadze,0.0,0.0,0.0,1.0,neutral
Hahhhaa kocakk lama2 si kochii,0.0,0.0,0.0,1.0,neutral
Pengennya sih Jurgen Klopp,0.0,0.0,0.0,1.0,neutral
Tawain ajeee,0.0,0.0,0.0,1.0,neutral
Guus,0.0,0.0,0.0,1.0,neutral
Hadirrr GGMU,0.0,0.0,0.0,1.0,neutral
cuci tangan sampai bersih tidak botak habis itu jangan lupa gosok gigi lalu tidur cantik,0.0,0.489,0.422,0.089,neutral
Kalo timur kapadzeex uzbekistan gmna,0.0,0.0,0.0,1.0,neutral
Park Han seo,0.0,0.0,0.0,1.0,neutral
bersih2 dulu ah,0.0,0.0,0.0,1.0,neutral
ten hag ini romannya,0.0,0.0,0.0,1.0,neutral
Frank Rijkaard atau Gus Hiddink baru keren ini Indonesia,0.0,0.0,0.0,1.0,neutral
Cuci,0.0,0.0,0.0,1.0,neutral
Apakah Roberto Hongo,0.0,0.0,0.0,1.0,neutral
Next cari pelatih yang bisa memahami skuad timnas saat ini beserta kualitas dan mengenal para pemain Supaya taktikal berjalan dengan sempurna Kalo kalah menang itu hasil akhir yang bisa di nikmati kalau timnas bermain bagus,0.0,0.418,0.407,0.176,neutral
Timur kapedze,0.0,0.0,0.0,1.0,neutral
Tot ziens PK,0.0,0.0,0.0,1.0,neutral
Bisa kali Jurgen Klopp,0.0,0.0,0.0,1.0,neutral
Park han seo,0.0,0.0,0.0,1.0,neutral
STYA STYE Moveon,0.0,0.0,0.0,1.0,neutral
Coba di Justin ini saja jadi pelatih timnas sama asisten pelatih si towel target masuk piala dunia THN 2030 kalau gagal iya pergi dari Indonesia,0.0,0.396,0.358,0.245,neutral
jadi mau main bola koci sehebat apa sih saya NUTMEG 10X nanti,0.0,0.393,0.393,0.214,neutral
CUCI TANGANNNNNN,0.0,0.0,0.0,1.0,neutral
Edan sekelas Federasi PSSI ke setir sama omongan pandit lah,0.0,0.417,0.375,0.208,neutral
Kok bisa panji masih berteman sama orang judi ini,0.0,0.267,0.267,0.467,neutral
Ini JL ada rasa nyesel nggk rekom pelatih belanda,0.0,0.391,0.391,0.217,neutral
Justin blablabla Gue cuih,0.0,0.0,0.0,1.0,neutral
Sipaling total totalan,0.0,0.0,0.0,1.0,neutral
erikout juga gasi,0.0,0.0,0.0,1.0,neutral
Harusnya PSSI berani untuk merekrut pelatih dari spanyol atau Italia,0.0,0.25,0.25,0.5,neutral
Cari pelatih Japan,0.0,0.444,0.444,0.111,neutral
Dirtek indonesia bagaimana,0.0,0.0,0.0,1.0,neutral
bissmilah louis van gal in,0.0,0.0,0.0,1.0,neutral
Mana penyefong STY Kumpul,0.0,0.0,0.0,1.0,neutral
Satu kolam Ama towel,0.0,0.4,0.4,0.2,neutral
Sedikit revisi Coach dan bang Panji waktu Leverkusen juara Liga 2023 itu Munchen masih di latih oleh Tuchel Lalu ketika musim 2024 pergantian dari Tuchel ke Kompany dan Xabi ke Real Madrid itu Munchen langsung juara lagi bersama Kompany,0.0,0.284,0.284,0.433,neutral
yok bisa yok luis pangaL,0.0,0.0,0.0,1.0,neutral
Parkhangseo jh,0.0,0.0,0.0,1.0,neutral
Skip skip,0.0,0.0,0.0,1.0,neutral
Erick Tohir out juga dong,0.0,0.0,0.0,1.0,neutral
justin cuci kaki,0.0,0.0,0.0,1.0,neutral
Pembacot handal,0.0,0.0,0.0,1.0,neutral
Duo lawak,0.0,0.0,0.0,1.0,neutral
Panji makeupnya berlebihan,0.0,0.0,0.0,1.0,neutral
koci keramasss,0.0,0.0,0.0,1.0,neutral
botak blanda,0.0,0.0,0.0,1.0,neutral
Federasi menyenangkan publik untuk politik datangkan sty meskipun gagalitulah kenapa suara rakyat cukup di dengar tapi bukan solusisalam 78,0.0,0.366,0.366,0.268,neutral
Timur kapadze,0.0,0.0,0.0,1.0,neutral
Botak uu botak plin plan,0.0,0.0,0.0,1.0,neutral
Intinya sekarang LU BELANDA LU GAK AMAN,0.0,0.0,0.0,1.0,neutral
Botak ini apaya,0.0,0.0,0.0,1.0,neutral
Move On lah teman-teman,0.0,0.0,0.0,1.0,neutral
PILIHANKU TIMUR KAPADZE,0.0,0.0,0.0,1.0,neutral
botak diiiiiiammmm,0.0,0.0,0.0,1.0,neutral
Lu belanda kamu aman,0.0,0.0,0.0,1.0,neutral
Sales belanda koci,0.0,0.0,0.0,1.0,neutral
Akira nisino,0.0,0.0,0.0,1.0,neutral
kembalikanSTY,0.0,0.0,0.0,1.0,neutral
Tot tot tot,0.0,0.0,0.0,1.0,neutral
Sty,0.0,0.0,0.0,1.0,neutral
mari kita tinggalkan channel yang ada justinnya,0.0,0.435,0.435,0.13,neutral
STY PELATIH AMPAS,0.0,0.444,0.444,0.111,neutral
sikat bang panjiiii saya sudah muak banget sama si justin rekomendasinya selalu ada udang di balik batuu,0.0,0.385,0.359,0.256,neutral
Ciee cuci tangann,0.0,0.0,0.0,1.0,neutral
Jesus Casas,0.0,0.0,0.0,1.0,neutral
Botak mencla mencle,0.0,0.0,0.0,1.0,neutral
luis mila,0.0,0.0,0.0,1.0,neutral
Park hang seo,0.0,0.0,0.0,1.0,neutral
Lu Belanda kamu aman,0.0,0.0,0.0,1.0,neutral
kucek,0.0,0.0,0.0,1.0,neutral
Thomas Doll,0.0,0.0,0.0,1.0,neutral
plinplan,0.0,0.0,0.0,1.0,neutral
eric ten hag,0.0,0.0,0.0,1.0,neutral
Ngapain balik ke indonesia Negara aneh kecuali kalau kaya saya memang mencari duitnya disini pasti bulak balik terus,0.0,0.386,0.409,0.205,neutral
Ya kalau mau lolos piala dunia cari pelatih kelas dunia bukan PK DAN STY,0.0,0.452,0.452,0.095,neutral
Haram mengambil pelatih dari belanda,0.0,0.364,0.364,0.273,neutral
dan,0.0,0.0,0.0,1.0,neutral
Guus hidink,0.0,0.0,0.0,1.0,neutral
Semoga LUIS MILA,0.0,0.0,0.0,1.0,neutral
pelatih russia saja,0.0,0.444,0.444,0.111,neutral
bojan,0.0,0.0,0.0,1.0,neutral
Mourinho in,0.0,0.0,0.0,1.0,neutral
Sty,0.0,0.0,0.0,1.0,neutral
Sty,0.0,0.0,0.0,1.0,neutral
minamino,0.0,0.0,0.0,1.0,neutral
Ganti pelatih baru lah jangan sty lagi,0.0,0.421,0.421,0.158,neutral
kalau sty balik kan gaji mahal perlu negosiasi ulang blablabla lah itu tim kepelatihan terbaik yang menggantikan 1 ORANG sty saya yakin gajinya jauh lebih besar daripada sty cuci tangan pakai lifebuoy dengan perlindungan maksimal,0.0,0.397,0.372,0.231,neutral
alahh pundit plin plan botak botak,0.0,0.0,0.0,1.0,neutral
BHAPPP 12,0.0,0.0,0.0,1.0,neutral
mancini,0.0,0.0,0.0,1.0,neutral
1303 1305 1306,0.0,0.0,0.0,1.0,neutral
botak botak ten hag,0.0,0.0,0.0,1.0,neutral
BAcOOOOOoOOt,0.0,0.0,0.0,1.0,neutral
Haji memori asu,0.0,0.0,0.0,1.0,neutral
STY bagus juga tidak STY ITU TERBAIK dan paling brprestasi,-0.0,0.382,0.382,0.236,neutral
boikotjustinuslhaksana,0.0,0.0,0.0,1.0,neutral
SEMUA INI KETOLOLAN POLITIK ERIK TOHIR KALAU MASIH PUNYA MALU TOLONG MUNDUR,0.0,0.393,0.429,0.179,neutral
PANDIT KARDUS,0.0,0.0,0.0,1.0,neutral
Ga perlu Berandai andai Sty sty memang prestasinya apa 5 th bobrok Zonk,0.0,0.393,0.357,0.25,neutral
Botaakkkkkk,0.0,0.0,0.0,1.0,neutral
Botak botak,0.0,0.0,0.0,1.0,neutral
Botak Belanda,0.0,0.0,0.0,1.0,neutral
Kochi out,0.0,0.0,0.0,1.0,neutral
Srry saudara laki-laki unsubsrcrb,0.0,0.0,0.0,1.0,neutral
Justin manipulatif,0.0,0.0,0.0,1.0,neutral
FLOPRIAN WIRTZ,0.0,0.0,0.0,1.0,neutral
aryasinulinggaout,0.0,0.0,0.0,1.0,neutral
Sty out,0.0,0.0,0.0,1.0,neutral
unsubs,0.0,0.0,0.0,1.0,neutral
udahlah coach gausah membicarakan timnas kamu lebih baik membicarakan bola eropa,0.0,0.316,0.263,0.421,neutral
si duo annnjing skip,0.0,0.0,0.0,1.0,neutral
Ketawaaa,0.0,0.0,0.0,1.0,neutral
Insyaf sana Et out,0.0,0.0,0.0,1.0,neutral
telek,0.0,0.0,0.0,1.0,neutral
Terlalu jumawa sudah saat iya di resufle skuad team iya hoki maaf mungkin di klub oke belum tentu di timnas Kadek juga otak Atik lah kami rakyat bayar pajak buat prestasi bukan harapan saja malu lah pada diri sendiri pengurus PSSI kita negara kaya SDM nya yang terpuruk sudah tugas kalian membuat rakyat bangga kalau seperti ini ultras yakin akan pudar,0.0,0.389,0.374,0.237,neutral
Kembali ke stelan pabrik,0.0,0.0,0.0,1.0,neutral
Strategi ala tarkam,0.0,0.0,0.0,1.0,neutral
Kapokk,0.0,0.0,0.0,1.0,neutral
Yooo ws Damai selalu,0.0,0.0,0.0,1.0,neutral
PELATIH PEMAIN GAK CERDASSSSS,0.0,0.4,0.4,0.2,neutral
Kendalanya dari pelatihnya yang menganggap enteng lawan,0.0,0.478,0.435,0.087,neutral
2025 masih jalan ditempat,0.0,0.0,0.0,1.0,neutral
220,0.0,0.0,0.0,1.0,neutral
Saya seblm lawan Filipina saya sudah yakin tanpa Marselino tidak akan menang,0.0,0.441,0.412,0.147,neutral
Akmal towel Justin mana,0.0,0.0,0.0,1.0,neutral
MEMALUKAN,0.0,0.0,0.0,1.0,neutral
Kembalikan sty,0.0,0.0,0.0,1.0,neutral
Gue bahkan bahagia timnas kalah,0.0,0.385,0.385,0.231,neutral
Bilang saja jujur efek ditinggal STY fakta nomor debat,0.0,0.448,0.448,0.103,neutral
Dulu ketika STY yang melatih sprtinya hampir rata2 penggemar punya keyakinan untuk menang ada sesuatu dalam STY yang tidak ada pada pelatih2 timnas sebelumny,0.0,0.383,0.367,0.25,neutral
Kembalikan sty,0.0,0.0,0.0,1.0,neutral
Hancuuuuuuurrrrr spriiiii hancuuuuuuurrrrr,0.0,0.0,0.0,1.0,neutral
KEMBALI KE ERA KEGELAPAN STY KEMBALIKOSONGKAN STADION,0.0,0.0,0.0,1.0,neutral
Sty kembali,0.0,0.0,0.0,1.0,neutral
Karma mecat sty,0.0,0.0,0.0,1.0,neutral
Sty efekkk,0.0,0.0,0.0,1.0,neutral
Karma STY terus berlanjut,0.0,0.0,0.0,1.0,neutral
Aout,0.0,0.0,0.0,1.0,neutral
Hhhhhhhh,0.0,0.0,0.0,1.0,neutral
Saat inilah RAKYAT INDONESIA LANGSUNG MENJADI KOMENTATOR BOLA SEMUA,0.0,0.287,0.287,0.425,neutral
TIMNAS KEMBALI KE SETELAN PABRIK,0.0,0.0,0.0,1.0,neutral
sanjoyo,0.0,0.0,0.0,1.0,neutral
Karma pemecatan STY masih berlanjut,0.0,0.0,0.0,1.0,neutral
